spec_no,loc_ID_num,phylum,class,ordr,family,originalGenus,genus,subgenus,originalSubgenus,originalSpecies,species,subspecies,modifiers,num_individuals,element,field_num,Associated With ,ID by,ID date,Catalogued by,Notes
302958,V17013,,,,,,Teredolites,,,,,,,,burrows,JPW 11-10-2014/1,,,05-30-2019,"Mackenzie, Laura",
302959,V17013,,,,,,Teredolites,,,,,,,,burrows,JPW 11-10-2014/1,,,05-30-2019,"Mackenzie, Laura",
302960,V17013,,,,,,Teredolites,,,,,,,,burrows,JPW 11-10-2014/1,,,05-30-2019,"Mackenzie, Laura",
302961,V17013,,,,,,Teredolites,,,,,,,,burrows ,JPW 11-10-2014/1,,,05-30-2019,"Mackenzie, Laura",
302962,V17013,Foraminifera,,,,,,,,,,,,1,individual,JPW 4-17-12/3,"circled in black sharpie , associated with UCMP 364284",,05-30-2019,"Redinger, Tara",
302963,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,05-31-2019,"Dangsangtong, Peter",
302964,V17021,,Scaphopoda,,,,,,,,,,?,,burrow?,JPW 01-15-2015,,,05-31-2019,"Dangsangtong, Peter",questionable Scaphopoda
302965,V17021,,Bivalvia,,,,,,,,,,,2,shell impressions,JPW 01-15-2015,,,06-03-2019,"Dangsangtong, Peter",
302966,V17021,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 01-15-2015,,,06-03-2019,"Dangsangtong, Peter",
302967,V17021,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302968,V17021,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302969,V17021,,Bivalvia,,,,,,,,,,,,external mold,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302970,V17021,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302971,V17021,,Bivalvia,,,,,,,,,,,,shell hash,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302972,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302973,V17021,Mollusca,,,,,,,,,,,,,Mollusk hash,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",part and counterpart
302974,V17021,,,,,,,,,,,,,,burrow,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302975,V17021,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302976,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302977,V17021,,Bivalvia,,,,,,,,,,,,cast,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302978,V17021,,Bivalvia,,,,,,,,,,,2,shell fragments,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302979,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302980,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302981,V17021,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302982,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302983,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302984,V17021,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302985,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302986,V17021,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302987,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302988,V17021,,Bivalvia,,,,,,,,,,,,external mold,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302989,V17021,,Bivalvia,,,,,,,,,,,,shell fragments,JPW 01-15-2015,,,06-04-2019,"Dangsangtong, Peter",
302990,V17021,,Gastropoda,,,,,,,,,,,,internal mold,JPW 01-15-2015, ,,06-04-2019,"Dangsangtong, Peter",
302991,V17021,,Bivalvia,,,,,,,,,,,,cast; external mold,JPW 01-15-2015,,,06-06-2019,"Dangsangtong, Peter",part and counterpart
302992,V17021,,Bivalvia,,,,,,,,,,,,external mold,JPW 01-15-2015,,,06-06-2019,"Dangsangtong, Peter",
302993,V17021,,Bivalvia,,,,,,,,,,,,external mold,JPW 01-15-2015,,,06-06-2019,"Dangsangtong, Peter",
302994,V17021,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 01-15-2015,,,06-06-2019,"Dangsangtong, Peter",has bone
302995,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-06-2019,"Dangsangtong, Peter",has bone
302996,V17021,,Bivalvia,,,,,,,,,,,,external mold,JPW 01-15-2015,,,06-06-2019,"Dangsangtong, Peter",has wood
302997,V17021,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 01-15-2015,,,06-06-2019,"Dangsangtong, Peter",
302998,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-06-2019,"Dangsangtong, Peter",
302999,V17021,,Bivalvia,,,,,,,,,,,,cast; external mold,JPW 01-15-2015,,,06-06-2019,"Dangsangtong, Peter",part and counterpart
303000,V17017,,Bivalvia,,,,,,,,,,,,Mollusk hash,JPW 05-19-2014/1,UCMP 364335,,06-07-2019,"Mackenzie, Laura",
303001,V17017,,Bivalvia,,,,,,,,,,,,barnacle hash,JPW 05-19-2014/1,UCMP 364335,,06-07-2019,"Mackenzie, Laura",
303002,V17017,,Bivalvia ,,,,,,,,,,,,hash,JPW 05-19-2014/1,UCMP 364335,,06-07-2019,"Mackenzie, Laura",
303003,V17007,,Bivalvia ,,,,,,,,,,,,internal mold,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303004,V17007,,Bivalvia ,,,,,,,,,,,,shell fragment,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303005,V17007,,Bivalvia ,,,,,,,,,,,,internal mold,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303006,V17007,,Bivalvia ,,,,,,,,,,,,internal mold,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303007,V17007,,Bivalvia ,,,,,,,,,,,,external mold,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303008,V17007,,Bivalvia ,,,,,,,,,,,,internal mold,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303009,V17007,,Bivalvia ,,,,,,,,,,,,shell fragment,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303010,V17007,,Bivalvia ,,,,,,,,,,,,external mold,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303011,V17007,,Bivalvia ,,,,,,,,,,,,external mold,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303012,V17007,,Bivalvia ,,,,,,,,,,,,internal mold,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303013,V17007,,Bivalvia ,,,,,,,,,,,,shell fragment,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303014,V17007,,Bivalvia ,,,,,,,,,,,,cast,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303015,V17007,,Bivalvia ,,,,,,,,,,,,cast,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303016,V17007,,Bivalvia ,,,,,,,,,,,,cast,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303017,V17007,,Bivalvia ,,,,,,,,,,,,cast,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303018,V17007,,Bivalvia ,,,,,,,,,,,,cast,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303019,V17007,,Bivalvia ,,,,,,,,,,,,cast,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303020,V17007,,Bivalvia ,,,,,,,,,,,,cast,JPW 10-02-2014/1E,,,06-07-2019,"Dangsangtong, Peter",
303021,V17009,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 01-17-2017/1,,,06-10-2019,"Dangsangtong, Peter",with wood
303022,V17002,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-06-2014/2B,,,06-10-2019,"Dangsangtong, Peter",
303023,V17010,,Bivalvia,,,,,,,,,,,,burrows,JPW 05-04-2015/1,,,06-10-2019,"Dangsangtong, Peter",
303024,V17010,,Bivalvia,,,,,,,,,,,,burrows,JPW 05-04-2015/1,,,06-10-2019,"Dangsangtong, Peter",
303025,V17010,,Bivalvia,,,,,,,,,,,,burrows,JPW 05-04-2015/1,,,06-10-2019,"Dangsangtong, Peter",
303026,V17010,,Gastropoda,,,,,,,,,,,,shell,JPW 05-04-2015/1,,,06-10-2019,"Dangsangtong, Peter",
303027,V17010,,Bivalvia,,,,,,,,,,,,shell; cast; mold,JPW 05-04-2015/1,,,06-10-2019,"Dangsangtong, Peter",part and counterpart
303028,V17013,,Bivalvia ,,Pectinidae,,,,,,,,,,Shell fragment,JPW 06-27-2018/1,,,06-10-2019,"Mackenzie, Laura",
303029,V17013,Ichnotaxon,,,,,,,,,,,,,worm impression,JPW 06-27-2018/1,,,06-10-2019,"Mackenzie, Laura",
303030,V17010,,Gastropoda,,,,,,,,,,,,shell fragment,JPW 05-04-2015/1A,,,06-10-2019,"Mackenzie, Laura",
303031,V17010,,Bivalvia ,,,,,,,,,,,,shell fragment,JPW 05-04-2015/1A,,,06-10-2019,"Mackenzie, Laura",
303032,V17011,Teredolites,,,,,,,,,,,,,burrows,JPW 10-14-2-14/7B,,,06-10-2019,"Mackenzie, Laura",has bits of charcoal 
303033,V17009,Teredolites,,,,,,,,,,,,,burrows,JPW 12-02-2013/3I,,,06-10-2019,"Mackenzie, Laura",has bone skin
303034,V17021,,Bivalvia,,,,,,,,,,,,burrows,JPW 01-15-2015,,,06-10-2019,"Dangsangtong, Peter",
303035,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-10-2019,"Dangsangtong, Peter",
303036,V17021,,Bivalvia,,,,,,,,,,,,burrows,JPW 01-15-2015,,,06-10-2019,"Dangsangtong, Peter",
303037,V17021,,Bivalvia,,,,,,,,,,,,burrows,JPW 01-15-2015,,,06-10-2019,"Dangsangtong, Peter",
303038,V17021,,Bivalvia,,,,,,,,,,,,burrows,JPW 01-15-2015,,,06-10-2019,"Dangsangtong, Peter",
303039,V17021,,Bivalvia,,,,,,,,,,,,cast,JPW 01-15-2015,,,06-10-2019,"Dangsangtong, Peter",
303040,V17021,,Bivalvia,,,,,,,,,,,,burrow,JPW 01-15-2015,,,06-10-2019,"Dangsangtong, Peter",
303041,V17021,,Bivalvia,,,,,,,,,,,,burrow?,JPW 01-15-2015,,,06-10-2019,"Dangsangtong, Peter",
303042,V17021,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-15-2015,,,06-10-2019,"Dangsangtong, Peter",
303043,V17021,,Bivalvia,,,,,,,,,,,,external mold,JPW 01-15-2015,,,06-10-2019,"Dangsangtong, Peter",
303044,V17021,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 01-15-2015,,,06-10-2019,"Dangsangtong, Peter",
303045,V17009,,Gastropoda,,,,,,,,,,,,mold,JPW 08-06-2013/1S,,,06-13-2019,"Mackenzie, Laura",
303046,V17016,Mollusca,,,,,,,,,,,,,hash,CDP 05-30-18/2,UCMP 364472 ,"Robins, Cristina",06-13-2019,"Redinger, Tara",
303047,V17009,Arthropoda,Crustacea ,Decapoda,,,,,,,,,,,crab claw fragment ,JPW 07-30-2013/4,UCMP 364433,"Robins, Cristina",06-14-2019,"Mackenzie, Laura",
303048,V17021,,Bivalvia,,,,,,,,,,,,internal mold w/shell fragment,JPW 01-15-2015,,,06-14-2019,"Mackenzie, Laura","JPW unknown, assumed to be 01-15-2015"
303049,V17018,,Bivalvia,,Mytilidae,,,,,,,,,,"cast+shell fragments, part and counterpart",JPW 04-17-2012/4,,,06-14-2019,,2 pieces
303050,V17007,,Bivalvia,,,,,,,,,,,,shell,JPW 10-06-2014/5,UCMP 301121,,06-14-2019,,
303051,V17013,,Bivalvia,,,,,,,,,,,,internal mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303052,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303053,V17013,,Bivalvia,,,,,,,,,,,,internal mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303054,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303055,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303056,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303057,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303058,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303059,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303060,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303061,V17013,,Bivalvia,,,,,,,,,,,,internal mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303062,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303063,V17013,,Bivalvia,,,,,,,,,,,,internal mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303064,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303065,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303066,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303067,,,,,,,,,,,,,,,,,,,,,
303068,,,,,,,,,,,,,,,,,,,,,
303069,,,,,,,,,,,,,,,,,,,,,
303070,,,,,,,,,,,,,,,,,,,,,
303071,,,,,,,,,,,,,,,,,,,,,
303072,,,,,,,,,,,,,,,,,,,,,
303073,,,,,,,,,,,,,,,,,,,,,
303074,,,,,,,,,,,,,,,,,,,,,
303075,,,,,,,,,,,,,,,,,,,,,
303076,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303077,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303078,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303079,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303080,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303081,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303082,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303083,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303084,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303085,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303086,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303087,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303088,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303089,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303090,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 08-07-2012/4,,,06-14-2019,"Dangsangtong, Peter",Not in field notes
303091,V17010,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-17-2014/6,,,06-26-2019,"Mackenzie, Laura",
303092,V17010,,Bivalvia,,,,,,,,,,,,shell fragment,JPW 12-17-2014/6,,,06-26-2019,"Mackenzie, Laura",
303093,V17013,,Bivalvia,,Lucinidae ,,,,,,,,,,internal mold,JPW 09-27-2014/2I,,,,,
303094,V17013,,,,Yoldiidae,,,,,,,,,,external mold,JPW 09-27-2014/2I,,,,,
303095,V17011,,Bivalvia,,,,,,,,,,,,hash,JPW 01-31-2019,UCMP 303096,,07-16-2019,"Mackenzie, Laura ",multiple specimens 
303096,V17011,,Gastropoda ,,,,,,,,,,,,hash,JPW 01-31-2019,UCMP 303095,,07-16-2019,"Mackenzie, Laura ",multiple specimens 
303097,V17011,,Bivalvia,,Pectinidae,,,,,,,,,,shell with signs of burrowing ,JPW 01-31-2019,,,07-16-2019,"Mackenzie, Laura ",
303098,V17013,Mollusca,,,,,,,,,,,,,mollusk hash,no data,,,07-19-2019,"Mackenzie, Laura ",Large slab with many pectinidae shells
303099,V17013,Mollusca,,,,,,,,,,,,,mollusk hash,JPW 08-20-2018/2,,,07-19-2019,"Mackenzie, Laura ",
303100,V17013,Mollusca,,,,,,,,,,,,, mollusk hash with cross-section,JPW 08-20-2018/2,,,07-19-2019,"Mackenzie, Laura ",
303101,V17013,Mollusca,,,,,,,,,,,,,shells,no data,,,07-19-2019,"Mackenzie, Laura ","various species, includes pectin"
303102,V17013,,Bivalvia,,,,,,,,,,,,shell; internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303103,V17013,Mollusca,Bivalvia,,,,,,,,,,,,internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303104,V17013,,Bivalvia,,Cardiidae,,,,,,,,,,shell fragment; internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303105,V17013,,Bivalvia,,Arcidae,,,,,,,,,,internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303106,V17013,,Bivalvia,,Pectinidae,,,,,,,,,,internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303107,V17013,,Bivalvia,,,,,,,,,,,,shell hash; shell fragments; internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303108,V17013,,Bivalvia,,,,,,,,,,,,shell hash; shell fragments,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303109,V17013,,Bivalvia,,,,,,,,,,,,shell hash,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303110,V17013,,Bivalvia,,Pectinidae,,,,,,,,,,shell fragment,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303111,V17013,,Bivalvia,,,,,,,,,,,,shell fragment; internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303112,V17013,,Bivalvia,,Pectinidae,,,,,,,,,,shell fragment,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303113,V17013,,Bivalvia,,,,,,,,,,,,internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303114,V17013,,Bivalvia,,Pectinidae,,,,,,,,,,shell fragment; internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303115,V17013,,Bivalvia,,,,,,,,,,,,internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303116,V17013,,Bivalvia,,Pectinidae,,,,,,,,,,internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303117,V17013,,Bivalvia,,Pectinidae,,,,,,,,,,external mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303118,V17013,,Bivalvia,,,,,,,,,,,,shell hash; shell fragments; external mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303119,V17013,,Bivalvia,,,,,,,,,,,,internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303120,V17013,,Bivalvia,,Pectinidae,,,,,,,,,,shell hash,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303121,V17013,,Bivalvia,,Cardiidae?,,,,,,,,,,internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303122,V17017,Arthropoda,Maxillopoda,,,,,,,,,,,,shell,JPW 03-21-2012/2,"300570, 300571, 300572",,07-19-2019,"Idgunji, Sidhant",Barnacle on a huge palm plant speciment
303123,V17013,,Bivalvia,,Pectinidae,,,,,,,,,,internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303124,V17013,,Bivalvia,,,,,,,,,,,,internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303125,V17013,,Bivalvia,,,,,,,,,,,,shell hash,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303126,V17013,,Bivalvia,,,,,,,,,,,,shell hash,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303127,V17013,,Bivalvia,,arcidae?,,,,,,,,,,internal mold,no data,,,07-19-2019,"Dangsangtong, Peter",Part of the pecten pallet
303128,V17013,,Bivalvia,,,,,,,,,,,,internal mold/fragment shell,JPW 12-22-11/1,,,07-23-2019,"Redinger, Tara",invert mixed in with fish scales
303129,V17013,,,,,,terodolites,,,,,,,,burrows,JPW 09-11-2014/1,,,07-26-2019,"Dangsangtong, Peter",Has plant and vertebrate fossils associated
303130,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 09-11-2014/1,,,07-26-2019,"Dangsangtong, Peter",Has plant and vertebrate fossils associated
303131,V17013,,,,,,terodolites,,,,,,,,burrows,JPW 09-11-2014/1,,,07-26-2019,"Dangsangtong, Peter",Has plant and vertebrate fossils associated
303132,V17013,,Bivalvia,,,,,,,,,,,,external mold,JPW 09-11-2014/1,,,07-26-2019,"Dangsangtong, Peter",Has plant and vertebrate fossils associated
303133,V17018,,Bivalvia,,,,,,,,,,,,"external molds, internal molds",JPW 02-09-2012,,,07-26-2019,"Robins, Cristina",Multiple rock fragments with numerous bivalves
303134,V17013,,Bivalvia,,,,,,,,,,,,internal mold,JPW 09-11-2014/1,,,07-26-2019,"Dangsangtong, Peter",Has plant and vertebrate fossils associated
303135,V17013,Mollusca,,,,,,,,,,,,,shell fragment,JPW 08-20-2018/1,UCMP 365125,,07-26-2019,"Mackenzie, Laura ",Has plant and bone fragments associated
303136,V17007,,,,,,teredolites,,,,,,,,burrows,JPW 10-06-2014/6H,,,07-26-2019,"Mackenzie, Laura ",
303137,V17015,,Bivalvia,,,,,,,,,,,,internal mold,JPW 10-04-2012/2,,,07-26-2019,"Mackenzie, Laura ",
303138,V17011,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-31-2019,"UCMP 365119, UCMP 365128",,07-27-2019,"Mackenzie, Laura ",
303139,V17011,,Gastropoda,,,,,,,,,,,,"cross-section, part+counterpart",JPW 01-31-2019,"UCMP 365119, UCMP 365128, UCMP 365129",,07-29-2019,"Mackenzie, Laura ",
303140,V17011,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-31-2019,UCMP 365119,,07-29-2019,"Mackenzie, Laura ",
303141,V17011,,Bivalvia,,,,,,,,,,,,internal mold,JPW 01-31-2019,UCMP 365142,,07-30-2019,"Idgunji, Sidhant",
303142,V17011,Mollusca,,,,,teredolites,,,,,,,,burrows,JPW 01-31-2019,UCMP 365141,,07-30-2019,"Idgunji, Sidhant",
303143,V17011,,Bivalvia,,,,,,,,,,,,part and counterpart,JPW 01-31-2019,,,07-30-2019,"Idgunji, Sidhant",
303144,V17011,Ichnofossil,,,,,,,,,,,,,burrows,JPW 01-31-2019,,,07-30-2019,"Idgunji, Sidhant",part and counterpart (2 pieces)
303145,V17011,Ichnofossil,,,,,,,,,,,,,burrows,JPW 01-31-2019,,,,,
303146,V17011,Ichnofossil,,,,,,,,,,,,,burrows,JPW 01-31-2019,,,,,
303147,V17011,Ichnofossil,,,,,,,,,,,,,burrows,JPW 01-31-2019,,,,,
303148,V17011,Ichnofossil,,,,,,,,,,,,,burrows,JPW 01-31-2019,,,,,
303149,SID,,,,,,,,,,,,,,,,,,,,
303150,SID,,,,,,,,,,,,,,,,,,,,
303151,SID,,,,,,,,,,,,,,,,,,,,
303152,SID,,,,,,,,,,,,,,,,,,,,
303153,SID,,,,,,,,,,,,,,,,,,,,
303154,SID,,,,,,,,,,,,,,,,,,,,
303155,SID,,,,,,,,,,,,,,,,,,,,
303156,SID,,,,,,,,,,,,,,,,,,,,
303157,SID,,,,,,,,,,,,,,,,,,,,
303158,SID,,,,,,,,,,,,,,,,,,,,
303159,SID,,,,,,,,,,,,,,,,,,,,
303160,SID,,,,,,,,,,,,,,,,,,,,
303161,SID,,,,,,,,,,,,,,,,,,,,
303162,SID,,,,,,,,,,,,,,,,,,,,
303163,SID,,,,,,,,,,,,,,,,,,,,
303164,SID,,,,,,,,,,,,,,,,,,,,
303165,SID,,,,,,,,,,,,,,,,,,,,
303166,SID,,,,,,,,,,,,,,,,,,,,
303167,SID,,,,,,,,,,,,,,,,,,,,
303168,SID,,,,,,,,,,,,,,,,,,,,
303169,SID,,,,,,,,,,,,,,,,,,,,
303170,SID,,,,,,,,,,,,,,,,,,,,
303171,SID,,,,,,,,,,,,,,,,,,,,
303172,SID,,,,,,,,,,,,,,,,,,,,
303173,SID,,,,,,,,,,,,,,,,,,,,
303174,SID,,,,,,,,,,,,,,,,,,,,
303175,SID,,,,,,,,,,,,,,,,,,,,
303176,SID,,,,,,,,,,,,,,,,,,,,
303177,SID,,,,,,,,,,,,,,,,,,,,
303178,SID,,,,,,,,,,,,,,,,,,,,
303179,SID,,,,,,,,,,,,,,,,,,,,
303180,SID,,,,,,,,,,,,,,,,,,,,
303181,SID,,,,,,,,,,,,,,,,,,,,
303182,SID,,,,,,,,,,,,,,,,,,,,
303183,SID,,,,,,,,,,,,,,,,,,,,
303184,SID,,,,,,,,,,,,,,,,,,,,
